"date","site","visit","track_id","habitat_code","house_id","tot_traps","n_Mna","Mna_per_trap","Rra_at_site"
"2019-12-14","Benduma",3,"H13","H","Benduma-3-H13",6,0,0,1
"2019-12-14","Benduma",3,"H14","H","Benduma-3-H14",6,0,0,1
"2019-12-14","Benduma",3,"H15","H","Benduma-3-H15",6,0,0,1
"2020-02-07","Benduma",4,"H1","H","Benduma-4-H1",6,1,0.16666666666666666,1
"2020-02-07","Benduma",4,"H2","H","Benduma-4-H2",6,0,0,1
"2020-02-07","Benduma",4,"H3","H","Benduma-4-H3",6,0,0,1
"2020-02-07","Benduma",4,"H4","H","Benduma-4-H4",6,0,0,1
"2020-02-07","Benduma",4,"H5","H","Benduma-4-H5",6,0,0,1
"2020-02-07","Benduma",4,"H6","H","Benduma-4-H6",6,1,0.16666666666666666,1
"2020-02-07","Benduma",4,"H7","H","Benduma-4-H7",6,0,0,1
"2020-02-07","Benduma",4,"H8","H","Benduma-4-H8",6,0,0,1
"2020-02-07","Benduma",4,"H9","H","Benduma-4-H9",6,0,0,1
"2020-02-07","Benduma",4,"H10","H","Benduma-4-H10",6,0,0,1
"2020-02-07","Benduma",4,"H11","H","Benduma-4-H11",6,0,0,1
"2020-02-07","Benduma",4,"H12","H","Benduma-4-H12",6,0,0,1
"2020-02-07","Benduma",4,"H13","H","Benduma-4-H13",6,0,0,1
"2020-02-07","Benduma",4,"H14","H","Benduma-4-H14",6,0,0,1
"2021-01-13","Gbainkfay",5,"H1","H","Gbainkfay-5-H1",12,0,0,1
"2021-01-13","Gbainkfay",5,"H2","H","Gbainkfay-5-H2",12,0,0,1
"2021-01-13","Gbainkfay",5,"H3","H","Gbainkfay-5-H3",12,0,0,1
"2021-01-13","Gbainkfay",5,"H4","H","Gbainkfay-5-H4",12,0,0,1
"2021-01-13","Gbainkfay",5,"H5","H","Gbainkfay-5-H5",12,0,0,1
"2021-01-13","Gbainkfay",5,"H6","H","Gbainkfay-5-H6",12,0,0,1
"2019-08-30","Gbenikoro",1,"H1","H","Gbenikoro-1-H1",6,0,0,0
"2019-08-30","Gbenikoro",1,"H2","H","Gbenikoro-1-H2",6,0,0,0
"2019-08-30","Gbenikoro",1,"H3","H","Gbenikoro-1-H3",6,0,0,0
"2019-08-17","Guala",1,"H1","H","Guala-1-H1",6,0,0,1
"2019-08-17","Guala",1,"H2","H","Guala-1-H2",6,0,0,1
"2019-08-17","Guala",1,"H3","H","Guala-1-H3",6,0,0,1
"2019-08-17","Guala",1,"H4","H","Guala-1-H4",6,0,0,1
"2019-08-17","Guala",1,"H5","H","Guala-1-H5",6,0,0,1
"2019-08-17","Guala",1,"H6","H","Guala-1-H6",6,0,0,1
"2019-08-17","Guala",1,"H7","H","Guala-1-H7",6,0,0,1
"2019-08-17","Guala",1,"H8","H","Guala-1-H8",6,0,0,1
"2019-08-17","Guala",1,"H9","H","Guala-1-H9",6,0,0,1
"2019-08-17","Guala",1,"H10","H","Guala-1-H10",6,0,0,1
"2019-08-17","Guala",1,"H11","H","Guala-1-H11",6,0,0,1
"2019-08-17","Guala",1,"H12","H","Guala-1-H12",6,0,0,1
"2019-10-22","Guala",2,"H1","H","Guala-2-H1",6,0,0,1
"2019-10-22","Guala",2,"H2","H","Guala-2-H2",6,0,0,1
"2019-10-22","Guala",2,"H3","H","Guala-2-H3",6,0,0,1
"2019-10-22","Guala",2,"H4","H","Guala-2-H4",6,0,0,1
"2019-10-22","Guala",2,"H5","H","Guala-2-H5",6,0,0,1
"2019-10-22","Guala",2,"H6","H","Guala-2-H6",6,0,0,1
"2019-10-22","Guala",2,"H7","H","Guala-2-H7",6,0,0,1
"2019-10-22","Guala",2,"H8","H","Guala-2-H8",6,0,0,1
"2019-10-22","Guala",2,"H9","H","Guala-2-H9",6,0,0,1
"2019-10-22","Guala",2,"H10","H","Guala-2-H10",6,0,0,1
"2019-10-22","Guala",2,"H11","H","Guala-2-H11",6,0,0,1
"2019-10-22","Guala",2,"H12","H","Guala-2-H12",6,0,0,1
"2019-12-18","Guala",3,"H1","H","Guala-3-H1",6,0,0,1
"2019-12-18","Guala",3,"H2","H","Guala-3-H2",6,0,0,1
"2019-12-18","Guala",3,"H3","H","Guala-3-H3",6,0,0,1
"2019-12-18","Guala",3,"H4","H","Guala-3-H4",6,0,0,1
"2019-12-18","Guala",3,"H5","H","Guala-3-H5",6,0,0,1
"2019-12-18","Guala",3,"H6","H","Guala-3-H6",6,0,0,1
"2019-12-18","Guala",3,"H7","H","Guala-3-H7",6,0,0,1
"2019-12-18","Guala",3,"H8","H","Guala-3-H8",6,0,0,1
"2019-12-18","Guala",3,"H9","H","Guala-3-H9",6,0,0,1
"2019-12-18","Guala",3,"H10","H","Guala-3-H10",6,0,0,1
"2019-12-18","Guala",3,"H11","H","Guala-3-H11",6,0,0,1
"2019-12-18","Guala",3,"H12","H","Guala-3-H12",6,0,0,1
"2020-02-20","Guala",4,"H1","H","Guala-4-H1",6,0,0,1
"2020-02-20","Guala",4,"H2","H","Guala-4-H2",6,0,0,1
"2020-02-20","Guala",4,"H3","H","Guala-4-H3",6,0,0,1
"2020-02-20","Guala",4,"H4","H","Guala-4-H4",6,0,0,1
"2020-02-20","Guala",4,"H5","H","Guala-4-H5",6,0,0,1
"2020-02-20","Guala",4,"H6","H","Guala-4-H6",6,0,0,1
"2020-02-20","Guala",4,"H7","H","Guala-4-H7",6,0,0,1
"2020-02-20","Guala",4,"H8","H","Guala-4-H8",6,0,0,1
"2020-02-20","Guala",4,"H9","H","Guala-4-H9",6,0,0,1
"2020-02-20","Guala",4,"H10","H","Guala-4-H10",6,0,0,1
"2019-07-30","Kapethe",1,"H1","H","Kapethe-1-H1",6,0,0,1
"2019-07-30","Kapethe",1,"H2","H","Kapethe-1-H2",6,0,0,1
"2019-07-30","Kapethe",1,"H3","H","Kapethe-1-H3",6,0,0,1
"2019-07-30","Kapethe",1,"H4","H","Kapethe-1-H4",6,0,0,1
"2019-07-30","Kapethe",1,"H5","H","Kapethe-1-H5",6,0,0,1
"2019-07-30","Kapethe",1,"H6","H","Kapethe-1-H6",6,0,0,1
"2019-07-30","Kapethe",1,"H7","H","Kapethe-1-H7",6,0,0,1
"2019-07-30","Kapethe",1,"H8","H","Kapethe-1-H8",6,0,0,1
"2019-07-30","Kapethe",1,"H9","H","Kapethe-1-H9",6,0,0,1
"2019-07-30","Kapethe",1,"H10","H","Kapethe-1-H10",6,0,0,1
"2019-10-01","Kapethe",2,"H1","H","Kapethe-2-H1",6,0,0,1
"2019-10-01","Kapethe",2,"H2","H","Kapethe-2-H2",6,0,0,1
"2019-10-01","Kapethe",2,"H3","H","Kapethe-2-H3",6,0,0,1
"2019-10-01","Kapethe",2,"H4","H","Kapethe-2-H4",6,1,0.16666666666666666,1
"2019-10-01","Kapethe",2,"H5","H","Kapethe-2-H5",6,0,0,1
"2019-10-01","Kapethe",2,"H6","H","Kapethe-2-H6",6,0,0,1
"2019-10-01","Kapethe",2,"H7","H","Kapethe-2-H7",6,0,0,1
"2019-10-01","Kapethe",2,"H8","H","Kapethe-2-H8",6,0,0,1
"2019-10-01","Kapethe",2,"H9","H","Kapethe-2-H9",6,0,0,1
"2019-10-01","Kapethe",2,"H10","H","Kapethe-2-H10",6,0,0,1
"2019-10-01","Kapethe",2,"H11","H","Kapethe-2-H11",6,0,0,1
"2019-10-01","Kapethe",2,"H12","H","Kapethe-2-H12",6,0,0,1
"2019-12-05","Kapethe",3,"H1","H","Kapethe-3-H1",6,0,0,1
"2019-12-05","Kapethe",3,"H2","H","Kapethe-3-H2",6,0,0,1
"2019-12-05","Kapethe",3,"H3","H","Kapethe-3-H3",6,0,0,1
"2019-12-05","Kapethe",3,"H4","H","Kapethe-3-H4",6,0,0,1
"2019-12-05","Kapethe",3,"H5","H","Kapethe-3-H5",6,0,0,1
"2019-12-05","Kapethe",3,"H6","H","Kapethe-3-H6",6,0,0,1
"2019-12-05","Kapethe",3,"H7","H","Kapethe-3-H7",6,0,0,1
"2019-12-05","Kapethe",3,"H8","H","Kapethe-3-H8",6,0,0,1
"2019-12-05","Kapethe",3,"H9","H","Kapethe-3-H9",6,0,0,1
"2019-12-05","Kapethe",3,"H10","H","Kapethe-3-H10",6,0,0,1
"2019-12-05","Kapethe",3,"H11","H","Kapethe-3-H11",6,0,0,1
"2019-12-05","Kapethe",3,"H12","H","Kapethe-3-H12",6,0,0,1
"2020-01-20","Kapethe",4,"H1","H","Kapethe-4-H1",6,0,0,1
"2020-01-20","Kapethe",4,"H2","H","Kapethe-4-H2",6,0,0,1
"2020-01-20","Kapethe",4,"H3","H","Kapethe-4-H3",6,0,0,1
"2020-01-20","Kapethe",4,"H4","H","Kapethe-4-H4",6,0,0,1
"2020-01-20","Kapethe",4,"H5","H","Kapethe-4-H5",6,0,0,1
"2020-01-20","Kapethe",4,"H6","H","Kapethe-4-H6",6,0,0,1
"2020-01-20","Kapethe",4,"H7","H","Kapethe-4-H7",6,0,0,1
"2020-01-20","Kapethe",4,"H8","H","Kapethe-4-H8",6,0,0,1
"2020-01-20","Kapethe",4,"H9","H","Kapethe-4-H9",6,0,0,1
"2020-01-20","Kapethe",4,"H10","H","Kapethe-4-H10",4,0,0,1
"2019-07-15","Largo",1,"H1","H","Largo-1-H1",4,0,0,1
"2019-07-15","Largo",1,"H2","H","Largo-1-H2",5,0,0,1
"2019-07-15","Largo",1,"H3","H","Largo-1-H3",6,0,0,1
"2019-07-15","Largo",1,"H4","H","Largo-1-H4",5,0,0,1
"2019-07-15","Largo",1,"H5","H","Largo-1-H5",6,0,0,1
"2019-07-15","Largo",1,"H6","H","Largo-1-H6",5,0,0,1
"2019-07-15","Largo",1,"H7","H","Largo-1-H7",6,0,0,1
"2019-07-15","Largo",1,"H8","H","Largo-1-H8",5,0,0,1
"2019-07-15","Largo",1,"H9","H","Largo-1-H9",5,0,0,1
"2019-07-15","Largo",1,"H10","H","Largo-1-H10",5,0,0,1
"2019-07-15","Largo",1,"H11","H","Largo-1-H11",4,0,0,1
"2019-07-15","Largo",1,"H12","H","Largo-1-H12",6,0,0,1
"2019-07-15","Largo",1,"H13","H","Largo-1-H13",6,0,0,1
"2019-07-15","Largo",1,"H14","H","Largo-1-H14",6,0,0,1
"2019-07-15","Largo",1,"H15","H","Largo-1-H15",3,0,0,1
"2019-07-15","Largo",1,"H16","H","Largo-1-H16",6,0,0,1
"2019-07-15","Largo",1,"H17","H","Largo-1-H17",6,0,0,1
"2019-07-15","Largo",1,"H18","H","Largo-1-H18",6,0,0,1
"2019-07-15","Largo",1,"H19","H","Largo-1-H19",6,0,0,1
"2019-07-15","Largo",1,"H20","H","Largo-1-H20",6,3,0.5,1
"2019-07-15","Largo",1,"H21","H","Largo-1-H21",6,0,0,1
"2019-07-15","Largo",1,"H22","H","Largo-1-H22",6,0,0,1
"2019-07-15","Largo",1,"H23","H","Largo-1-H23",4,0,0,1
"2019-07-15","Largo",1,"H24","H","Largo-1-H24",4,0,0,1
"2019-07-15","Largo",1,"H25","H","Largo-1-H25",3,0,0,1
"2019-07-15","Largo",1,"H26","H","Largo-1-H26",3,0,0,1
"2019-07-15","Largo",1,"H27","H","Largo-1-H27",3,0,0,1
"2019-07-15","Largo",1,"H28","H","Largo-1-H28",3,0,0,1
"2019-07-15","Largo",1,"H29","H","Largo-1-H29",3,0,0,1
"2019-07-15","Largo",1,"H30","H","Largo-1-H30",2,0,0,1
"2019-10-26","Largo",2,"H1","H","Largo-2-H1",6,0,0,1
"2019-10-26","Largo",2,"H2","H","Largo-2-H2",6,0,0,1
"2019-10-26","Largo",2,"H3","H","Largo-2-H3",6,0,0,1
"2019-10-26","Largo",2,"H4","H","Largo-2-H4",6,0,0,1
"2019-10-26","Largo",2,"H5","H","Largo-2-H5",6,0,0,1
"2019-10-26","Largo",2,"H6","H","Largo-2-H6",6,0,0,1
"2019-10-26","Largo",2,"H7","H","Largo-2-H7",6,0,0,1
"2019-10-26","Largo",2,"H8","H","Largo-2-H8",6,0,0,1
"2019-10-26","Largo",2,"H9","H","Largo-2-H9",6,0,0,1
"2019-10-26","Largo",2,"H10","H","Largo-2-H10",6,0,0,1
"2019-10-26","Largo",2,"H11","H","Largo-2-H11",6,1,0.16666666666666666,1
"2019-10-26","Largo",2,"H12","H","Largo-2-H12",6,2,0.3333333333333333,1
"2019-10-26","Largo",2,"H13","H","Largo-2-H13",6,0,0,1
"2019-10-26","Largo",2,"H14","H","Largo-2-H14",6,0,0,1
"2019-10-26","Largo",2,"H15","H","Largo-2-H15",6,1,0.16666666666666666,1
"2019-10-26","Largo",2,"H16","H","Largo-2-H16",6,0,0,1
"2019-10-26","Largo",2,"H17","H","Largo-2-H17",6,0,0,1
"2019-10-26","Largo",2,"H18","H","Largo-2-H18",6,1,0.16666666666666666,1
"2019-10-26","Largo",2,"H19","H","Largo-2-H19",6,0,0,1
"2019-10-26","Largo",2,"H20","H","Largo-2-H20",6,0,0,1
"2019-10-26","Largo",2,"H21","H","Largo-2-H21",6,0,0,1
"2019-10-26","Largo",2,"H22","H","Largo-2-H22",6,2,0.3333333333333333,1
"2019-12-16","Largo",3,"H1","H","Largo-3-H1",6,0,0,1
"2019-12-16","Largo",3,"H2","H","Largo-3-H2",6,0,0,1
"2019-12-16","Largo",3,"H3","H","Largo-3-H3",6,0,0,1
"2019-12-16","Largo",3,"H4","H","Largo-3-H4",6,0,0,1
"2019-12-16","Largo",3,"H5","H","Largo-3-H5",6,0,0,1
"2019-12-16","Largo",3,"H6","H","Largo-3-H6",6,0,0,1
"2019-12-16","Largo",3,"H7","H","Largo-3-H7",6,0,0,1
"2019-12-16","Largo",3,"H8","H","Largo-3-H8",6,0,0,1
"2019-12-16","Largo",3,"H9","H","Largo-3-H9",6,0,0,1
"2019-12-16","Largo",3,"H10","H","Largo-3-H10",6,0,0,1
"2019-12-16","Largo",3,"H11","H","Largo-3-H11",6,0,0,1
"2019-12-16","Largo",3,"H12","H","Largo-3-H12",6,0,0,1
"2019-12-16","Largo",3,"H13","H","Largo-3-H13",6,0,0,1
"2019-12-16","Largo",3,"H14","H","Largo-3-H14",6,0,0,1
"2019-12-16","Largo",3,"H15","H","Largo-3-H15",6,0,0,1
"2020-02-18","Largo",4,"H1","H","Largo-4-H1",6,0,0,1
"2020-02-18","Largo",4,"H2","H","Largo-4-H2",6,0,0,1
"2020-02-18","Largo",4,"H3","H","Largo-4-H3",6,1,0.16666666666666666,1
"2020-02-18","Largo",4,"H4","H","Largo-4-H4",6,0,0,1
"2020-02-18","Largo",4,"H5","H","Largo-4-H5",6,1,0.16666666666666666,1
"2020-02-18","Largo",4,"H6","H","Largo-4-H6",6,0,0,1
"2020-02-18","Largo",4,"H7","H","Largo-4-H7",6,0,0,1
"2020-02-18","Largo",4,"H8","H","Largo-4-H8",6,0,0,1
"2020-02-18","Largo",4,"H9","H","Largo-4-H9",6,0,0,1
"2020-02-18","Largo",4,"H10","H","Largo-4-H10",6,0,0,1
"2020-02-18","Largo",4,"H11","H","Largo-4-H11",6,0,0,1
"2020-02-18","Largo",4,"H12","H","Largo-4-H12",6,1,0.16666666666666666,1
"2020-02-18","Largo",4,"H13","H","Largo-4-H13",6,0,0,1
"2020-02-18","Largo",4,"H14","H","Largo-4-H14",6,0,0,1
"2020-02-18","Largo",4,"H15","H","Largo-4-H15",6,0,0,1
"2020-02-18","Largo",4,"H16","H","Largo-4-H16",6,0,0,1
"2020-02-18","Largo",4,"H17","H","Largo-4-H17",6,0,0,1
"2020-02-18","Largo",4,"H18","H","Largo-4-H18",6,0,0,1
"2020-02-18","Largo",4,"H19","H","Largo-4-H19",6,0,0,1
"2020-02-18","Largo",4,"H20","H","Largo-4-H20",6,0,0,1
"2019-08-01","Makump",1,"H2","H","Makump-1-H2",3,0,0,1
"2019-08-01","Makump",1,"H3","H","Makump-1-H3",6,0,0,1
"2019-08-01","Makump",1,"H4","H","Makump-1-H4",6,0,0,1
"2019-08-01","Makump",1,"H5","H","Makump-1-H5",6,0,0,1
"2019-08-01","Makump",1,"H6","H","Makump-1-H6",6,0,0,1
"2019-08-03","Makuna",1,"H1","H","Makuna-1-H1",6,0,0,0
"2019-08-03","Makuna",1,"H2","H","Makuna-1-H2",6,0,0,0
"2019-08-03","Makuna",1,"H3","H","Makuna-1-H3",6,0,0,0
"2019-08-03","Makuna",1,"H4","H","Makuna-1-H4",6,0,0,0
"2019-10-03","Makuna",2,"H1","H","Makuna-2-H1",6,0,0,0
"2019-10-03","Makuna",2,"H2","H","Makuna-2-H2",6,0,0,0
"2019-10-03","Makuna",2,"H3","H","Makuna-2-H3",6,0,0,0
"2019-10-03","Makuna",2,"H4","H","Makuna-2-H4",6,0,0,0
"2019-12-06","Makuna",3,"H1","H","Makuna-3-H1",6,0,0,0
"2019-12-06","Makuna",3,"H2","H","Makuna-3-H2",6,0,0,0
"2019-12-06","Makuna",3,"H3","H","Makuna-3-H3",6,0,0,0
"2019-12-06","Makuna",3,"H4","H","Makuna-3-H4",6,0,0,0
"2019-12-06","Makuna",3,"H5","H","Makuna-3-H5",6,0,0,0
"2019-12-06","Makuna",3,"H6","H","Makuna-3-H6",6,0,0,0
"2020-01-27","Makuna",4,"H1","H","Makuna-4-H1",6,0,0,0
"2020-01-27","Makuna",4,"H2","H","Makuna-4-H2",6,0,0,0
"2020-01-27","Makuna",4,"H3","H","Makuna-4-H3",6,0,0,0
"2020-01-27","Makuna",4,"H4","H","Makuna-4-H4",6,0,0,0
"2020-01-27","Makuna",4,"H5","H","Makuna-4-H5",6,0,0,0
"2020-01-27","Makuna",4,"H6","H","Makuna-4-H6",6,0,0,0
"2020-12-15","Mokorie",5,"H1","H","Mokorie-5-H1",12,0,0,1
"2020-12-15","Mokorie",5,"H2","H","Mokorie-5-H2",12,0,0,1
"2020-12-15","Mokorie",5,"H3","H","Mokorie-5-H3",12,0,0,1
"2020-12-15","Mokorie",5,"H4","H","Mokorie-5-H4",12,0,0,1
"2020-12-15","Mokorie",5,"H5","H","Mokorie-5-H5",9,0,0,1
"2020-12-15","Mokorie",5,"H6","H","Mokorie-5-H6",9,0,0,1
"2020-12-15","Mokorie",5,"H7","H","Mokorie-5-H7",9,0,0,1
"2020-12-15","Mokorie",5,"H8","H","Mokorie-5-H8",9,0,0,1
"2020-11-17","Naiawama",5,"H1","H","Naiawama-5-H1",12,2,0.16666666666666666,1
"2020-11-17","Naiawama",5,"H2","H","Naiawama-5-H2",12,0,0,1
"2020-11-17","Naiawama",5,"H3","H","Naiawama-5-H3",12,1,0.08333333333333333,1
"2020-11-17","Naiawama",5,"H4","H","Naiawama-5-H4",12,0,0,1
"2020-11-17","Naiawama",5,"H5","H","Naiawama-5-H5",12,2,0.16666666666666666,1
"2019-08-14","Njaguima",1,"H1","H","Njaguima-1-H1",6,0,0,1
"2019-08-14","Njaguima",1,"H2","H","Njaguima-1-H2",6,0,0,1
"2019-08-14","Njaguima",1,"H3","H","Njaguima-1-H3",6,0,0,1
"2019-10-11","Njaguima",2,"H1","H","Njaguima-2-H1",6,0,0,1
"2019-10-11","Njaguima",2,"H2","H","Njaguima-2-H2",6,0,0,1
"2019-10-11","Njaguima",2,"H3","H","Njaguima-2-H3",6,0,0,1
"2019-10-11","Njaguima",2,"H4","H","Njaguima-2-H4",6,0,0,1
"2019-12-10","Njaguima",3,"H1","H","Njaguima-3-H1",6,0,0,1
"2019-12-10","Njaguima",3,"H2","H","Njaguima-3-H2",6,0,0,1
"2019-12-10","Njaguima",3,"H3","H","Njaguima-3-H3",6,0,0,1
"2019-12-10","Njaguima",3,"H4","H","Njaguima-3-H4",6,0,0,1
"2020-02-03","Njaguima",4,"H1","H","Njaguima-4-H1",6,0,0,1
"2020-02-03","Njaguima",4,"H2","H","Njaguima-4-H2",6,0,0,1
"2020-02-03","Njaguima",4,"H3","H","Njaguima-4-H3",6,0,0,1
"2021-01-26","Petema",5,"H1","H","Petema-5-H1",12,0,0,1
"2021-01-26","Petema",5,"H2","H","Petema-5-H2",12,0,0,1
"2021-01-26","Petema",5,"H3","H","Petema-5-H3",12,0,0,1
"2021-01-26","Petema",5,"H4","H","Petema-5-H4",12,0,0,1
"2021-01-26","Petema",5,"H5","H","Petema-5-H5",11,0,0,1
"2021-01-26","Petema",5,"H6","H","Petema-5-H6",12,0,0,1
"2021-01-26","Petema",5,"H7","H","Petema-5-H7",10,0,0,1
"2021-01-26","Petema",5,"H8","H","Petema-5-H8",11,0,0,1
"2021-01-26","Petema",5,"H9","H","Petema-5-H9",12,0,0,1
"2021-01-26","Petema",5,"H10","H","Petema-5-H10",12,0,0,1
"2021-01-26","Petema",5,"H11","H","Petema-5-H11",6,0,0,1
"2021-01-26","Petema",5,"H12","H","Petema-5-H12",6,0,0,1
"2021-01-26","Petema",5,"H13","H","Petema-5-H13",6,0,0,1
"2021-01-26","Petema",5,"H14","H","Petema-5-H14",5,0,0,1
"2021-01-26","Petema",5,"H15","H","Petema-5-H15",6,0,0,1
NA,"Talama",1,"H1","H","Talama-1-H1",6,0,0,0
NA,"Talama",1,"H2","H","Talama-1-H2",6,0,0,0
NA,"Talama",1,"H3","H","Talama-1-H3",6,0,0,0
NA,"Talama",1,"H4","H","Talama-1-H4",6,0,0,0
NA,"Talama",1,"H5","H","Talama-1-H5",6,0,0,0
"2019-10-24","Talama",2,"H1","H","Talama-2-H1",6,0,0,0
"2019-10-24","Talama",2,"H2","H","Talama-2-H2",6,1,0.16666666666666666,0
"2019-10-24","Talama",2,"H3","H","Talama-2-H3",6,0,0,0
"2019-10-24","Talama",2,"H4","H","Talama-2-H4",6,0,0,0
"2019-10-24","Talama",2,"H5","H","Talama-2-H5",6,0,0,0
"2019-12-20","Talama",3,"H1","H","Talama-3-H1",6,0,0,0
"2019-12-20","Talama",3,"H2","H","Talama-3-H2",6,0,0,0
"2019-12-20","Talama",3,"H3","H","Talama-3-H3",6,0,0,0
"2019-12-20","Talama",3,"H4","H","Talama-3-H4",6,0,0,0
"2019-12-20","Talama",3,"H5","H","Talama-3-H5",6,0,0,0
"2020-02-22","Talama",4,"H1","H","Talama-4-H1",6,1,0.16666666666666666,0
"2020-02-22","Talama",4,"H2","H","Talama-4-H2",6,4,0.6666666666666666,0
"2020-02-22","Talama",4,"H3","H","Talama-4-H3",6,0,0,0
"2020-02-22","Talama",4,"H4","H","Talama-4-H4",6,0,0,0
"2020-02-22","Talama",4,"H5","H","Talama-4-H5",6,0,0,0
"2021-02-09","Yekeyor",5,"H1","H","Yekeyor-5-H1",12,0,0,1
"2021-02-09","Yekeyor",5,"H2","H","Yekeyor-5-H2",12,0,0,1
"2021-02-09","Yekeyor",5,"H3","H","Yekeyor-5-H3",12,0,0,1
"2021-02-09","Yekeyor",5,"H4","H","Yekeyor-5-H4",12,0,0,1
"2021-02-09","Yekeyor",5,"H5","H","Yekeyor-5-H5",12,1,0.08333333333333333,1
"2021-02-09","Yekeyor",5,"H6","H","Yekeyor-5-H6",12,0,0,1
"2021-02-09","Yekeyor",5,"H7","H","Yekeyor-5-H7",12,0,0,1
"2021-02-09","Yekeyor",5,"H8","H","Yekeyor-5-H8",12,0,0,1
"2021-02-09","Yekeyor",5,"H9","H","Yekeyor-5-H9",12,0,0,1
"2021-02-09","Yekeyor",5,"H10","H","Yekeyor-5-H10",12,0,0,1
"2021-02-09","Yekeyor",5,"H11","H","Yekeyor-5-H11",12,0,0,1
"2021-02-09","Yekeyor",5,"H12","H","Yekeyor-5-H12",12,0,0,1
"2021-02-09","Yekeyor",5,"H13","H","Yekeyor-5-H13",12,0,0,1
